"state","county","party","votes"
"NE","Adams County","rep",9233
"NE","Antelope County","rep",2761
"NE","Arthur County","rep",240
"NE","Banner County","rep",379
"NE","Blaine County","rep",301
"NE","Boone County","rep",2309
"NE","Box Butte County","rep",3396
"NE","Boyd County","rep",911
"NE","Brown County","rep",1426
"NE","Buffalo County","rep",14222
"NE","Burt County","rep",2349
"NE","Butler County","rep",3016
"NE","Cass County","rep",7763
"NE","Cedar County","rep",3387
"NE","Chase County","rep",1652
"NE","Cherry County","rep",2509
"NE","Cheyenne County","rep",3791
"NE","Clay County","rep",2543
"NE","Colfax County","rep",2589
"NE","Cuming County","rep",3330
"NE","Custer County","rep",4518
"NE","Dakota County","rep",3526
"NE","Dawes County","rep",2809
"NE","Dawson County","rep",6149
"NE","Deuel County","rep",820
"NE","Dixon County","rep",2028
"NE","Dodge County","rep",10716
"NE","Douglas County","rep",120813
"NE","Dundy County","rep",858
"NE","Fillmore County","rep",2314
"NE","Franklin County","rep",1277
"NE","Frontier County","rep",1160
"NE","Furnas County","rep",1950
"NE","Gage County","rep",6575
"NE","Garden County","rep",970
"NE","Garfield County","rep",806
"NE","Gosper County","rep",890
"NE","Grant County","rep",352
"NE","Greeley County","rep",865
"NE","Hall County","rep",14592
"NE","Hamilton County","rep",3785
"NE","Harlan County","rep",1467
"NE","Hayes County","rep",524
"NE","Hitchcock County","rep",1171
"NE","Holt County","rep",4217
"NE","Hooker County","rep",392
"NE","Howard County","rep",2020
"NE","Jefferson County","rep",2600
"NE","Johnson County","rep",1470
"NE","Kearney County","rep",2621
"NE","Keith County","rep",3356
"NE","Keya Paha County","rep",442
"NE","Kimball County","rep",1491
"NE","Knox County","rep",3062
"NE","Lancaster County","rep",69764
"NE","Lincoln County","rep",11056
"NE","Logan County","rep",357
"NE","Loup County","rep",314
"NE","Madison County","rep",10981
"NE","McPherson County","rep",259
"NE","Merrick County","rep",2771
"NE","Morrill County","rep",1755
"NE","Nance County","rep",1237
"NE","Nemaha County","rep",2595
"NE","Nuckolls County","rep",1884
"NE","Otoe County","rep",5018
"NE","Pawnee County","rep",986
"NE","Perkins County","rep",1285
"NE","Phelps County","rep",3872
"NE","Pierce County","rep",2824
"NE","Platte County","rep",11130
"NE","Polk County","rep",2146
"NE","Red Willow County","rep",4129
"NE","Richardson County","rep",2924
"NE","Rock County","rep",740
"NE","Saline County","rep",3071
"NE","Sarpy County","rep",40163
"NE","Saunders County","rep",6441
"NE","Scotts Bluff County","rep",10378
"NE","Seward County","rep",5353
"NE","Sheridan County","rep",2136
"NE","Sherman County","rep",1072
"NE","Sioux County","rep",677
"NE","Stanton County","rep",2159
"NE","Thayer County","rep",2075
"NE","Thomas County","rep",378
"NE","Thurston County","rep",1154
"NE","Valley County","rep",1801
"NE","Washington County","rep",7083
"NE","Wayne County","rep",2971
"NE","Webster County","rep",1403
"NE","Wheeler County","rep",366
"NE","York County","rep",5393
"NH","Belknap County","rep",17920
"NH","Carroll County","rep",14614
"NH","Cheshire County","rep",16463
"NH","Coos County","rep",8143
"NH","Grafton County","rep",20277
"NH","Hillsborough County","rep",99724
"NH","Merrimack County","rep",36060
"NH","Rockingham County","rep",82069
"NH","Strafford County","rep",25825
"NH","Sullivan County","rep",10142
"NJ","Atlantic County","rep",49487
"NJ","Bergen County","rep",189833
"NJ","Burlington County","rep",95936
"NJ","Camden County","rep",81427
"NJ","Cape May County","rep",28832
"NJ","Cumberland County","rep",24362
"NJ","Essex County","rep",83374
"NJ","Gloucester County","rep",60033
"NJ","Hudson County","rep",60646
"NJ","Hunterdon County","rep",39888
"NJ","Mercer County","rep",56604
"NJ","Middlesex County","rep",126492
"NJ","Monmouth County","rep",163650
"NJ","Morris County","rep",135241
"NJ","Ocean County","rep",154204
"NJ","Passaic County","rep",75200
"NJ","Salem County","rep",15721
"NJ","Somerset County","rep",72508
"NJ","Sussex County","rep",44506
"NJ","Union County","rep",82517
"NJ","Warren County","rep",29542
"NM","Bernalillo County","rep",121454
"NM","Catron County","rep",1427
"NM","Chaves County","rep",14773
"NM","Cibola County","rep",3477
"NM","Colfax County","rep",3082
"NM","Curry County","rep",10649
"NM","DeBaca County","rep",706
"NM","Dona Ana County","rep",29548
"NM","Eddy County","rep",13268
"NM","Grant County","rep",6135
"NM","Guadalupe County","rep",914
"NM","Harding County","rep",380
"NM","Hidalgo County","rep",1081
"NM","Lea County","rep",14430
"NM","Lincoln County","rep",6070
"NM","Los Alamos County","rep",5810
"NM","Luna County","rep",4164
"NM","McKinley County","rep",7351
"NM","Mora County","rep",928
"NM","Otero County","rep",14066
"NM","Quay County","rep",2661
"NM","Rio Arriba County","rep",5149
"NM","Roosevelt County","rep",4997
"NM","San Juan County","rep",29525
"NM","San Miguel County","rep",3313
"NM","Sandoval County","rep",22628
"NM","Santa Fe County","rep",18466
"NM","Sierra County","rep",3162
"NM","Socorro County","rep",3696
"NM","Taos County","rep",3666
"NM","Torrance County","rep",4026
"NM","Union County","rep",1454
"NM","Valencia County","rep",14474
"NV","Carson City","rep",13171
"NV","Churchill County","rep",7335
"NV","Clark County","rep",255337
"NV","Douglas County","rep",15192
"NV","Elko County","rep",11938
"NV","Esmeralda County","rep",367
"NV","Eureka County","rep",571
"NV","Humboldt County","rep",3896
"NV","Lander County","rep",1602
"NV","Lincoln County","rep",1579
"NV","Lyon County","rep",11136
"NV","Mineral County","rep",1336
"NV","Nye County","rep",8487
"NV","Pershing County","rep",1341
"NV","Storey County","rep",1253
"NV","Washoe County","rep",81545
"NV","White Pine County","rep",2604
"NY","Albany County","rep",54872
"NY","Allegany County","rep",12310
"NY","Bronx County","rep",56701
"NY","Broome County","rep",43568
"NY","Cattaraugus County","rep",20051
"NY","Cayuga County","rep",17743
"NY","Chautauqua County","rep",32434
"NY","Chemung County","rep",21321
"NY","Chenango County","rep",11582
"NY","Clinton County","rep",15330
"NY","Columbia County","rep",14457
"NY","Cortland County","rep",11613
"NY","Delaware County","rep",11958
"NY","Dutchess County","rep",63372
"NY","Erie County","rep",184423
"NY","Essex County","rep",9869
"NY","Franklin County","rep",8383
"NY","Fulton County","rep",12570
"NY","Genesee County","rep",16725
"NY","Greene County","rep",12996
"NY","Hamilton County","rep",2475
"NY","Herkimer County","rep",16024
"NY","Jefferson County","rep",21231
"NY","Kings County","rep",167149
"NY","Lewis County","rep",6624
"NY","Livingston County","rep",17729
"NY","Madison County","rep",16537
"NY","Monroe County","rep",163545
"NY","Montgomery County","rep",11338
"NY","Nassau County","rep",288355
"NY","New York County","rep",107405
"NY","Niagara County","rep",47111
"NY","Oneida County","rep",52392
"NY","Onondaga County","rep",94006
"NY","Ontario County","rep",27999
"NY","Orange County","rep",79089
"NY","Orleans County","rep",10317
"NY","Oswego County","rep",26325
"NY","Otsego County","rep",13342
"NY","Putnam County","rep",26356
"NY","Queens County","rep",165954
"NY","Rensselaer County","rep",34734
"NY","Richmond County","rep",90325
"NY","Rockland County","rep",65130
"NY","Saint Lawrence County","rep",18029
"NY","Saratoga County","rep",56158
"NY","Schenectady County","rep",32066
"NY","Schoharie County","rep",8591
"NY","Schuyler County","rep",4960
"NY","Seneca County","rep",7981
"NY","Steuben County","rep",26980
"NY","Suffolk County","rep",309949
"NY","Sullivan County","rep",15319
"NY","Tioga County","rep",13762
"NY","Tompkins County","rep",13994
"NY","Ulster County","rep",37821
"NY","Warren County","rep",16969
"NY","Washington County","rep",13827
"NY","Wayne County","rep",24709
"NY","Westchester County","rep",159628
"NY","Wyoming County","rep",11745
"NY","Yates County","rep",6309
"OH","Adams County","rep",7653
"OH","Allen County","rep",32580
"OH","Ashland County","rep",16209
"OH","Ashtabula County","rep",21038
"OH","Athens County","rep",10847
"OH","Auglaize County","rep",17016
"OH","Belmont County","rep",15589
"OH","Brown County","rep",12647
"OH","Butler County","rep",109872
"OH","Carroll County","rep",7695
"OH","Champaign County","rep",11718
"OH","Clark County","rep",34941
"OH","Clermont County","rep",62949
"OH","Clinton County","rep",12938
"OH","Columbiana County","rep",25753
"OH","Coshocton County","rep",9839
"OH","Crawford County","rep",13885
"OH","Cuyahoga County","rep",221660
"OH","Darke County","rep",18306
"OH","Defiance County","rep",11397
"OH","Delaware County","rep",53143
"OH","Erie County","rep",18597
"OH","Fairfield County","rep",42715
"OH","Fayette County","rep",7376
"OH","Franklin County","rep",237253
"OH","Fulton County","rep",13640
"OH","Gallia County","rep",8576
"OH","Geauga County","rep",30370
"OH","Greene County","rep",48388
"OH","Guernsey County","rep",9962
"OH","Hamilton County","rep",222616
"OH","Hancock County","rep",25105
"OH","Hardin County","rep",8441
"OH","Harrison County","rep",4274
"OH","Henry County","rep",9902
"OH","Highland County","rep",12211
"OH","Hocking County","rep",6936
"OH","Holmes County","rep",8468
"OH","Huron County","rep",14817
"OH","Jackson County","rep",8585
"OH","Jefferson County","rep",17185
"OH","Knox County","rep",17068
"OH","Lake County","rep",62193
"OH","Lawrence County","rep",15455
"OH","Licking County","rep",49016
"OH","Logan County","rep",14471
"OH","Lorain County","rep",61203
"OH","Lucas County","rep",87160
"OH","Madison County","rep",11117
"OH","Mahoning County","rep",48761
"OH","Marion County","rep",17171
"OH","Medina County","rep",48196
"OH","Meigs County","rep",6272
"OH","Mercer County","rep",15650
"OH","Miami County","rep",33992
"OH","Monroe County","rep",3424
"OH","Montgomery County","rep",138371
"OH","Morgan County","rep",3758
"OH","Morrow County","rep",10474
"OH","Muskingum County","rep",22254
"OH","Noble County","rep",3841
"OH","Ottawa County","rep",12073
"OH","Paulding County","rep",6206
"OH","Perry County","rep",7856
"OH","Pickaway County","rep",14161
"OH","Pike County","rep",6520
"OH","Portage County","rep",35583
"OH","Preble County","rep",13734
"OH","Putnam County","rep",14370
"OH","Richland County","rep",36872
"OH","Ross County","rep",17231
"OH","Sandusky County","rep",16224
"OH","Scioto County","rep",18259
"OH","Seneca County","rep",15886
"OH","Shelby County","rep",16204
"OH","Stark County","rep",92215
"OH","Summit County","rep",118558
"OH","Trumbull County","rep",40977
"OH","Tuscarawas County","rep",23829
"OH","Union County","rep",15870
"OH","Van Wert County","rep",10678
"OH","Vinton County","rep",3249
"OH","Warren County","rep",68037
"OH","Washington County","rep",17532
"OH","Wayne County","rep",31879
"OH","Williams County","rep",12040
"OH","Wood County","rep",33592
"OH","Wyandot County","rep",7254
"OK","Adair County","rep",4971
"OK","Alfalfa County","rep",2201
"OK","Atoka County","rep",3142
"OK","Beaver County","rep",2272
"OK","Beckham County","rep",5454
"OK","Blaine County","rep",3199
"OK","Bryan County","rep",8615
"OK","Caddo County","rep",6491
"OK","Canadian County","rep",33297
"OK","Carter County","rep",12178
"OK","Cherokee County","rep",9569
"OK","Choctaw County","rep",3168
"OK","Cimarron County","rep",1242
"OK","Cleveland County","rep",65720
"OK","Coal County","rep",1396
"OK","Comanche County","rep",21170
"OK","Cotton County","rep",1742
"OK","Craig County","rep",3894
"OK","Creek County","rep",18848
"OK","Custer County","rep",7839
"OK","Delaware County","rep",10017
"OK","Dewey County","rep",1843
"OK","Ellis County","rep",1685
"OK","Garfield County","rep",17685
"OK","Garvin County","rep",7610
"OK","Grady County","rep",14136
"OK","Grant County","rep",1950
"OK","Greer County","rep",1529
"OK","Harmon County","rep",838
"OK","Harper County","rep",1397
"OK","Haskell County","rep",2946
"OK","Hughes County","rep",3066
"OK","Jackson County","rep",7024
"OK","Jefferson County","rep",1546
"OK","Johnston County","rep",2635
"OK","Kay County","rep",14121
"OK","Kingfisher County","rep",5630
"OK","Kiowa County","rep",2610
"OK","Latimer County","rep",2535
"OK","Le Flore County","rep",10683
"OK","Lincoln County","rep",10149
"OK","Logan County","rep",11474
"OK","Love County","rep",2295
"OK","Major County","rep",10041
"OK","Marshall County","rep",7472
"OK","Mayes County","rep",4692
"OK","McClain County","rep",3122
"OK","McCurtain County","rep",3363
"OK","McIntosh County","rep",9946
"OK","Murray County","rep",3665
"OK","Muskogee County","rep",15124
"OK","Noble County","rep",3993
"OK","Nowata County","rep",2805
"OK","Okfuskee County","rep",2542
"OK","Oklahoma County","rep",174741
"OK","Okmulgee County","rep",8363
"OK","Osage County","rep",11467
"OK","Ottawa County","rep",7443
"OK","Pawnee County","rep",4412
"OK","Payne County","rep",19560
"OK","Pittsburg County","rep",11134
"OK","Pontotoc County","rep",9647
"OK","Pottawatomie County","rep",17215
"OK","Pushmataha County","rep",2863
"OK","Roger Mills County","rep",1388
"OK","Rogers County","rep",24976
"OK","Seminole County","rep",5624
"OK","Sequoyah County","rep",8865
"OK","Stephens County","rep",13646
"OK","Texas County","rep",5450
"OK","Tillman County","rep",2273
"OK","Tulsa County","rep",163452
"OK","Wagoner County","rep",19081
"OK","Washington County","rep",16551
"OK","Washita County","rep",3705
"OK","Woods County","rep",3166
"OK","Woodward County","rep",6193
"OR","Baker County","rep",6253
"OR","Benton County","rep",18460
"OR","Clackamas County","rep",97691
"OR","Clatsop County","rep",8503
"OR","Columbia County","rep",11868
"OR","Coos County","rep",18291
"OR","Crook County","rep",6830
"OR","Curry County","rep",7332
"OR","Deschutes County","rep",41757
"OR","Douglas County","rep",35956
"OR","Gilliam County","rep",755
"OR","Grant County","rep",3204
"OR","Harney County","rep",2815
"OR","Hood River County","rep",4124
"OR","Jackson County","rep",56519
"OR","Jefferson County","rep",4762
"OR","Josephine County","rep",26241
"OR","Klamath County","rep",22733
"OR","Lake County","rep",3039
"OR","Lane County","rep",75007
"OR","Lincoln County","rep",10160
"OR","Linn County","rep",31260
"OR","Malheur County","rep",8123
"OR","Marion County","rep",69900
"OR","Morrow County","rep",2732
"OR","Multnomah County","rep",98439
"OR","Polk County","rep",19508
"OR","Sherman County","rep",694
"OR","Tillamook County","rep",7003
"OR","Umatilla County","rep",17068
"OR","Union County","rep",8879
"OR","Wallowa County","rep",3132
"OR","Wasco County","rep",6119
"OR","Washington County","rep",107223
"OR","Wheeler County","rep",612
"OR","Yamhill County","rep",23839
"PA","Adams County","rep",28247
"PA","Allegheny County","rep",271925
"PA","Armstrong County","rep",18925
"PA","Beaver County","rep",39916
"PA","Bedford County","rep",16606
"PA","Berks County","rep",87122
"PA","Blair County","rep",35751
"PA","Bradford County","rep",16942
"PA","Bucks County","rep",154469
"PA","Butler County","rep",54959
"PA","Cambria County","rep",34048
"PA","Cameron County","rep",1599
"PA","Carbon County","rep",12519
"PA","Centre County","rep",33133
"PA","Chester County","rep",120036
"PA","Clarion County","rep",11063
"PA","Clearfield County","rep",20533
"PA","Clinton County","rep",8035
"PA","Columbia County","rep",16052
"PA","Crawford County","rep",21965
"PA","Cumberland County","rep",67648
"PA","Dauphin County","rep",65296
"PA","Delaware County","rep",120425
"PA","Elk County","rep",7872
"PA","Erie County","rep",57372
"PA","Fayette County","rep",25045
"PA","Forest County","rep",1571
"PA","Franklin County","rep",41817
"PA","Fulton County","rep",4772
"PA","Greene County","rep",7786
"PA","Huntingdon County","rep",12126
"PA","Indiana County","rep",20254
"PA","Jefferson County","rep",13371
"PA","Juniata County","rep",7144
"PA","Lackawanna County","rep",44766
"PA","Lancaster County","rep",145591
"PA","Lawrence County","rep",21938
"PA","Lebanon County","rep",37089
"PA","Lehigh County","rep",70160
"PA","Luzerne County","rep",64953
"PA","Lycoming County","rep",33961
"PA","McKean County","rep",10941
"PA","Mercer County","rep",26311
"PA","Mifflin County","rep",11726
"PA","Monroe County","rep",27971
"PA","Montgomery County","rep",175741
"PA","Montour County","rep",4903
"PA","Northampton County","rep",62102
"PA","Northumberland County","rep",22262
"PA","Perry County","rep",13919
"PA","Philadelphia County","rep",130099
"PA","Pike County","rep",12444
"PA","Potter County","rep",5640
"PA","Schuylkill County","rep",35640
"PA","Snyder County","rep",10566
"PA","Somerset County","rep",23802
"PA","Sullivan County","rep",2056
"PA","Susquehanna County","rep",11573
"PA","Tioga County","rep",12019
"PA","Union County","rep",10334
"PA","Venango County","rep",14472
"PA","Warren County","rep",10999
"PA","Washington County","rep",47673
"PA","Wayne County","rep",13713
"PA","Westmoreland County","rep",100087
"PA","Wyoming County","rep",7782
"PA","York County","rep",114270
"RI","Bristol County","rep",9855
"RI","Kent County","rep",33699
"RI","Newport County","rep",16622
"RI","Providence County","rep",82337
"RI","Washington County","rep",26533
"SC","Abbeville County","rep",5436
"SC","Aiken County","rep",39077
"SC","Allendale County","rep",985
"SC","Anderson County","rep",43355
"SC","Bamberg County","rep",2138
"SC","Barnwell County","rep",4606
"SC","Beaufort County","rep",33331
"SC","Berkeley County","rep",32104
"SC","Calhoun County","rep",3448
"SC","Charleston County","rep",70297
"SC","Cherokee County","rep",12090
"SC","Chester County","rep",5798
"SC","Chesterfield County","rep",7252
"SC","Clarendon County","rep",6061
"SC","Colleton County","rep",7264
"SC","Darlington County","rep",13416
"SC","Dillon County","rep",4301
"SC","Dorchester County","rep",26006
"SC","Edgefield County","rep",5611
"SC","Fairfield County","rep",3531
"SC","Florence County","rep",27689
"SC","Georgetown County","rep",12606
"SC","Greenville County","rep",111481
"SC","Greenwood County","rep",14264
"SC","Hampton County","rep",3097
"SC","Horry County","rep",50447
"SC","Jasper County","rep",2933
"SC","Kershaw County","rep",14160
"SC","Lancaster County","rep",12916
"SC","Laurens County","rep",14466
"SC","Lee County","rep",2901
"SC","Lexington County","rep",67132
"SC","Marion County","rep",5589
"SC","Marlboro County","rep",3423
"SC","McCormick County","rep",2396
"SC","Newberry County","rep",7654
"SC","Oconee County","rep",18811
"SC","Orangeburg County","rep",12695
"SC","Pickens County","rep",29759
"SC","Richland County","rep",56212
"SC","Saluda County","rep",4537
"SC","Spartanburg County","rep",62004
"SC","Sumter County","rep",18074
"SC","Union County","rep",6592
"SC","Williamsburg County","rep",4795
"SC","York County","rep",45234
"SD","Aurora County","rep",1009
"SD","Beadle County","rep",4917
"SD","Bennett County","rep",833
"SD","Bon Homme County","rep",2063
"SD","Brookings County","rep",7662
"SD","Brown County","rep",10386
"SD","Brule County","rep",1544
"SD","Buffalo County","rep",223
"SD","Butte County","rep",3166
"SD","Campbell County","rep",708
"SD","Charles Mix County","rep",2556
"SD","Clark County","rep",1435
"SD","Clay County","rep",2692
"SD","Codington County","rep",7778
"SD","Corson County","rep",720
"SD","Custer County","rep",2922
"SD","Davison County","rep",5561
"SD","Day County","rep",1671
"SD","Deuel County","rep",1406
"SD","Dewey County","rep",921
"SD","Douglas County","rep",1596
"SD","Edmunds County","rep",1434
"SD","Fall River County","rep",2413
"SD","Faulk County","rep",945
"SD","Grant County","rep",2392
"SD","Gregory County","rep",1685
"SD","Haakon County","rep",1007
"SD","Hamlin County","rep",1946
"SD","Hand County","rep",1482
"SD","Hanson County","rep",1379
"SD","Harding County","rep",704
"SD","Hughes County","rep",6017
"SD","Hutchinson County","rep",2899
"SD","Hyde County","rep",631
"SD","Jackson County","rep",726
"SD","Jerauld County","rep",736
"SD","Jones County","rep",565
"SD","Kingsbury County","rep",1804
"SD","Lake County","rep",3359
"SD","Lawrence County","rep",7489
"SD","Lincoln County","rep",11161
"SD","Lyman County","rep",1029
"SD","Marshall County","rep",1242
"SD","McCook County","rep",2017
"SD","McPherson County","rep",1180
"SD","Meade County","rep",8347
"SD","Mellette County","rep",553
"SD","Miner County","rep",810
"SD","Minnehaha County","rep",44189
"SD","Moody County","rep",1790
"SD","Pennington County","rep",29976
"SD","Perkins County","rep",1329
"SD","Potter County","rep",1143
"SD","Roberts County","rep",2396
"SD","Sanborn County","rep",817
"SD","Shannon County","rep",526
"SD","Spink County","rep",2259
"SD","Stanley County","rep",1129
"SD","Sully County","rep",702
"SD","Todd County","rep",889
"SD","Tripp County","rep",2230
"SD","Turner County","rep",3084
"SD","Union County","rep",3987
"SD","Walworth County","rep",1967
"SD","Yankton County","rep",6003
"SD","Ziebach County","rep",447
"TN","Anderson County","rep",18510
"TN","Bedford County","rep",8351
"TN","Benton County","rep",3161
"TN","Bledsoe County","rep",2849
"TN","Blount County","rep",33241
"TN","Bradley County","rep",25951
"TN","Campbell County","rep",7859
"TN","Cannon County","rep",2931
"TN","Carroll County","rep",6605
"TN","Carter County","rep",15768
"TN","Cheatham County","rep",9676
"TN","Chester County","rep",4086
"TN","Claiborne County","rep",6448
"TN","Clay County","rep",1650
"TN","Cocke County","rep",8297
"TN","Coffee County","rep",11793
"TN","Crockett County","rep",3242
"TN","Cumberland County","rep",15144
"TN","Davidson County","rep",107839
"TN","Decatur County","rep",2566
"TN","DeKalb County","rep",3685
"TN","Dickson County","rep",10567
"TN","Dyer County","rep",8447
"TN","Fayette County","rep",8962
"TN","Fentress County","rep",4293
"TN","Franklin County","rep",9129
"TN","Gibson County","rep",10596
"TN","Giles County","rep",6163
"TN","Grainger County","rep",4907
"TN","Greene County","rep",16382
"TN","Grundy County","rep",2107
"TN","Hamblen County","rep",14742
"TN","Hamilton County","rep",78547
"TN","Hancock County","rep",1756
"TN","Hardeman County","rep",4704
"TN","Hardin County","rep",6087
"TN","Hawkins County","rep",13447
"TN","Haywood County","rep",3140
"TN","Henderson County","rep",6585
"TN","Henry County","rep",7340
"TN","Hickman County","rep",4359
"TN","Houston County","rep",1440
"TN","Humphreys County","rep",3261
"TN","Jackson County","rep",2026
"TN","Jefferson County","rep",11625
"TN","Johnson County","rep",4634
"TN","Knox County","rep",110803
"TN","Lake County","rep",2078
"TN","Lauderdale County","rep",4164
"TN","Lawrence County","rep",9959
"TN","Lewis County","rep",2819
"TN","Lincoln County","rep",7829
"TN","Loudon County","rep",14041
"TN","Macon County","rep",4670
"TN","Madison County","rep",21679
"TN","Marion County","rep",5862
"TN","Marshall County","rep",5825
"TN","Maury County","rep",17505
"TN","McMinn County","rep",11980
"TN","McNairy County","rep",5787
"TN","Meigs County","rep",2500
"TN","Monroe County","rep",10123
"TN","Montgomery County","rep",28627
"TN","Moore County","rep",1668
"TN","Morgan County","rep",4401
"TN","Obion County","rep",7859
"TN","Overton County","rep",3941
"TN","Perry County","rep",1522
"TN","Pickett County","rep",1600
"TN","Polk County","rep",3924
"TN","Putnam County","rep",15637
"TN","Rhea County","rep",7301
"TN","Roane County","rep",14467
"TN","Robertson County","rep",15331
"TN","Rutherford County","rep",52200
"TN","Scott County","rep",4509
"TN","Sequatchie County","rep",2951
"TN","Sevier County","rep",22143
"TN","Shelby County","rep",158137
"TN","Smith County","rep",3739
"TN","Stewart County","rep",2675
"TN","Sullivan County","rep",42555
"TN","Sumner County","rep",40181
"TN","Tipton County","rep",14178
"TN","Trousdale County","rep",1314
"TN","Unicoi County","rep",5030
"TN","Union County","rep",4145
"TN","Van Buren County","rep",1120
"TN","Warren County","rep",7503
"TN","Washington County","rep",29735
"TN","Wayne County","rep",3999
"TN","Weakley County","rep",7817
"TN","White County","rep",5269
"TN","Williamson County","rep",57451
"TN","Wilson County","rep",28924
"TX","Anderson County","rep",11525
"TX","Andrews County","rep",3837
"TX","Angelina County","rep",18932
"TX","Aransas County","rep",6569
"TX","Archer County","rep",3556
"TX","Armstrong County","rep",830
"TX","Atascosa County","rep",7635
"TX","Austin County","rep",8072
"TX","Bailey County","rep",1882
"TX","Bandera County","rep",6933
"TX","Bastrop County","rep",13290
"TX","Baylor County","rep",1169
"TX","Bee County","rep",5428
"TX","Bell County","rep",52135
"TX","Bexar County","rep",260698
"TX","Blanco County","rep",3277
"TX","Borden County","rep",303
"TX","Bosque County","rep",5737
"TX","Bowie County","rep",21791
"TX","Brazoria County","rep",63662
"TX","Brazos County","rep",37594
"TX","Brewster County","rep",1980
"TX","Briscoe County","rep",620
"TX","Brooks County","rep",845
"TX","Brown County","rep",11640
"TX","Burleson County","rep",4405
"TX","Burnet County","rep",11456
"TX","Caldwell County","rep",6436
"TX","Calhoun County","rep",4348
"TX","Callahan County","rep",4542
"TX","Cameron County","rep",34801
"TX","Camp County","rep",2638
"TX","Carson County","rep",2450
"TX","Cass County","rep",7383
"TX","Castro County","rep",1794
"TX","Chambers County","rep",8618
"TX","Cherokee County","rep",11329
"TX","Childress County","rep",1629
"TX","Clay County","rep",3971
"TX","Cochran County","rep",856
"TX","Coke County","rep",1338
"TX","Coleman County","rep",3035
"TX","Collin County","rep",174435
"TX","Collingsworth County","rep",1051
"TX","Colorado County","rep",5488
"TX","Comal County","rep",31574
"TX","Comanche County","rep",3813
"TX","Concho County","rep",911
"TX","Cooke County","rep",11908
"TX","Coryell County","rep",12421
"TX","Cottle County","rep",549
"TX","Crane County","rep",1314
"TX","Crockett County","rep",1248
"TX","Crosby County","rep",1647
"TX","Culberson County","rep",407
"TX","Dallam County","rep",1473
"TX","Dallas County","rep",346246
"TX","Dawson County","rep",3419
"TX","Deaf Smith County","rep",4139
"TX","Delta County","rep",1447
"TX","Denton County","rep",140891
"TX","DeWitt County","rep",5100
"TX","Dickens County","rep",815
"TX","Dimmit County","rep",1188
"TX","Donley County","rep",1429
"TX","Duval County","rep",1160
"TX","Eastland County","rep",5249
"TX","Ector County","rep",27502
"TX","Edwards County","rep",745
"TX","El Paso County","rep",73261
"TX","Ellis County","rep",34602
"TX","Erath County","rep",9506
"TX","Falls County","rep",3454
"TX","Fannin County","rep",7893
"TX","Fayette County","rep",7527
"TX","Fisher County","rep",1161
"TX","Floyd County","rep",2032
"TX","Foard County","rep",347
"TX","Fort Bend County","rep",93625
"TX","Franklin County","rep",3185
"TX","Freestone County","rep",5057
"TX","Frio County","rep",1991
"TX","Gaines County","rep",3540
"TX","Galveston County","rep",61290
"TX","Garza County","rep",1480
"TX","Gillespie County","rep",9297
"TX","Glasscock County","rep",488
"TX","Goliad County","rep",2267
"TX","Gonzales County","rep",4291
"TX","Gray County","rep",7260
"TX","Grayson County","rep",30777
"TX","Gregg County","rep",29939
"TX","Grimes County","rep",5263
"TX","Guadalupe County","rep",28208
"TX","Hale County","rep",8025
"TX","Hall County","rep",860
"TX","Hamilton County","rep",2856
"TX","Hansford County","rep",1903
"TX","Hardeman County","rep",1214
"TX","Hardin County","rep",15030
"TX","Harris County","rep",584723
"TX","Harrison County","rep",16473
"TX","Hartley County","rep",1736
"TX","Haskell County","rep",1539
"TX","Hays County","rep",27021
"TX","Hemphill County","rep",1380
"TX","Henderson County","rep",20210
"TX","Hidalgo County","rep",50931
"TX","Hill County","rep",9225
"TX","Hockley County","rep",6160
"TX","Hood County","rep",16280
"TX","Hopkins County","rep",8582
"TX","Houston County","rep",5848
"TX","Howard County","rep",7480
"TX","Hudspeth County","rep",577
"TX","Hunt County","rep",20065
"TX","Hutchinson County","rep",7839
"TX","Irion County","rep",684
"TX","Jack County","rep",2470
"TX","Jackson County","rep",3766
"TX","Jasper County","rep",8347
"TX","Jeff Davis County","rep",764
"TX","Jefferson County","rep",44423
"TX","Jim Hogg County","rep",712
"TX","Jim Wells County","rep",5817
"TX","Johnson County","rep",34818
"TX","Jones County","rep",4254
"TX","Karnes County","rep",3114
"TX","Kaufman County","rep",21304
"TX","Kendall County","rep",11434
"TX","Kenedy County","rep",82
"TX","Kent County","rep",382
"TX","Kerr County","rep",16538
"TX","Kimble County","rep",1482
"TX","King County","rep",137
"TX","Kinney County","rep",1051
"TX","Kleberg County","rep",5366
"TX","Knox County","rep",1081
"TX","La Salle County","rep",989
"TX","Lamar County","rep",12054
"TX","Lamb County","rep",3410
"TX","Lampasas County","rep",5422
"TX","Lavaca County","rep",5974
"TX","Lee County","rep",4160
"TX","Leon County","rep",5023
"TX","Liberty County","rep",14821
"TX","Limestone County","rep",5028
"TX","Lipscomb County","rep",1147
"TX","Live Oak County","rep",3147
"TX","Llano County","rep",7241
"TX","Loving County","rep",65
"TX","Lubbock County","rep",70135
"TX","Lynn County","rep",1776
"TX","Madison County","rep",2837
"TX","Marion County","rep",2441
"TX","Martin County","rep",1514
"TX","Mason County","rep",1600
"TX","Matagorda County","rep",8119
"TX","Maverick County","rep",4025
"TX","McCulloch County","rep",2465
